Pitcher,AutoPitchType,PitchCall,Date
"LaMaison, Tristan",Curveball,BallCalled,10/5/2023
"LaMaison, Tristan",Curveball,BallCalled,10/5/2023
"LaMaison, Tristan",Four-Seam,InPlay,10/5/2023
"LaMaison, Tristan",Changeup,InPlay,10/5/2023
"LaMaison, Tristan",Slider,BallCalled,10/5/2023
"LaMaison, Tristan",Four-Seam,BallCalled,10/5/2023
"LaMaison, Tristan",Four-Seam,FoulBall,10/5/2023
,,,
"Mauterer, Vaughn",Sinker,BallCalled,10/5/2023
"Mauterer, Vaughn",Four-Seam,BallCalled,10/5/2023
"Mauterer, Vaughn",Curveball,BallCalled,10/5/2023
"Mauterer, Vaughn",Four-Seam,StrikeCalled,10/5/2023
"Mauterer, Vaughn",Slider,BallCalled,10/5/2023
"Mauterer, Vaughn",Four-Seam,BallCalled,10/5/2023
"Mauterer, Vaughn",Curveball,StrikeCalled,10/5/2023
"Mauterer, Vaughn",Slider,FoulBall,10/5/2023
"Mauterer, Vaughn",Four-Seam,BallCalled,10/5/2023
"Mauterer, Vaughn",Changeup,BallCalled,10/5/2023
"Mauterer, Vaughn",Four-Seam,InPlay,10/5/2023
"Mauterer, Vaughn",Four-Seam,StrikeSwinging,10/5/2023
"Mauterer, Vaughn",Changeup,BallCalled,10/5/2023
"Mauterer, Vaughn",Changeup,StrikeSwinging,10/5/2023
"Mauterer, Vaughn",Changeup,StrikeCalled,10/5/2023
"Mauterer, Vaughn",Slider,BallCalled,10/5/2023
"Mauterer, Vaughn",Four-Seam,BallCalled,10/5/2023
"Mauterer, Vaughn",Changeup,StrikeCalled,10/5/2023
"Mauterer, Vaughn",Changeup,FoulBall,10/5/2023
"Mauterer, Vaughn",Changeup,InPlay,10/5/2023
"Mauterer, Vaughn",Sinker,StrikeCalled,10/5/2023
"Mauterer, Vaughn",Slider,BallCalled,10/5/2023
"Mauterer, Vaughn",Four-Seam,StrikeCalled,10/5/2023
"Mauterer, Vaughn",Changeup,BallCalled,10/5/2023
"Mauterer, Vaughn",Changeup,BallCalled,10/5/2023
"Mauterer, Vaughn",Four-Seam,BallCalled,10/5/2023
,,,
"Minor, Chase",Four-Seam,BallCalled,10/6/2023
"Minor, Chase",Four-Seam,BallCalled,10/6/2023
"Minor, Chase",Four-Seam,StrikeCalled,10/6/2023
"Minor, Chase",Four-Seam,StrikeCalled,10/6/2023
"Minor, Chase",Changeup,StrikeCalled,10/6/2023
"Minor, Chase",Four-Seam,StrikeCalled,10/6/2023
"Minor, Chase",Four-Seam,FoulBall,10/6/2023
"Minor, Chase",Changeup,BallCalled,10/6/2023
"Minor, Chase",Sinker,BallCalled,10/6/2023
"Minor, Chase",Four-Seam,FoulBall,10/6/2023
"Minor, Chase",Changeup,StrikeSwinging,10/6/2023
"Minor, Chase",Four-Seam,StrikeCalled,10/6/2023
"Minor, Chase",Sinker,InPlay,10/6/2023
"Minor, Chase",Changeup,BallinDirt,10/6/2023
"Minor, Chase",Four-Seam,FoulBall,10/6/2023
"Minor, Chase",Changeup,StrikeSwinging,10/6/2023
"Minor, Chase",Four-Seam,StrikeSwinging,10/6/2023
"Minor, Chase",Four-Seam,BallCalled,10/6/2023
"Minor, Chase",Sinker,BallCalled,10/6/2023
"Minor, Chase",Sinker,InPlay,10/6/2023
"Minor, Chase",Changeup,StrikeCalled,10/6/2023
"Minor, Chase",Four-Seam,StrikeCalled,10/6/2023
"Minor, Chase",Sinker,StrikeCalled,10/6/2023
"Minor, Chase",Changeup,BallCalled,10/6/2023
"Minor, Chase",Sinker,StrikeCalled,10/6/2023
"Minor, Chase",Sinker,InPlay,10/6/2023
"Minor, Chase",Changeup,InPlay,10/6/2023
,,,
"Randall, Josh",Sinker,StrikeCalled,10/6/2023
"Randall, Josh",Four-Seam,StrikeSwinging,10/6/2023
"Randall, Josh",Slider,InPlay,10/6/2023
"Randall, Josh",Sinker,BallCalled,10/6/2023
"Randall, Josh",Sinker,BallCalled,10/6/2023
"Randall, Josh",Slider,BallCalled,10/6/2023
"Randall, Josh",Slider,FoulBall,10/6/2023
"Randall, Josh",Sinker,BallCalled,10/6/2023
"Randall, Josh",Slider,InPlay,10/6/2023
"Randall, Josh",Sinker,BallCalled,10/6/2023
"Randall, Josh",Changeup,StrikeCalled,10/6/2023
"Randall, Josh",Sinker,FoulBall,10/6/2023
"Randall, Josh",Slider,StrikeSwinging,10/6/2023
"Randall, Josh",Four-Seam,FoulBall,10/6/2023
"Randall, Josh",Sinker,BallCalled,10/6/2023
"Randall, Josh",Slider,InPlay,10/6/2023
"Randall, Josh",Sinker,FoulBall,10/6/2023
"Randall, Josh",Sinker,BallCalled,10/6/2023
"Randall, Josh",Slider,FoulBall,10/6/2023
"Randall, Josh",Slider,StrikeCalled,10/6/2023
"Randall, Josh",Slider,BallCalled,10/6/2023
"Randall, Josh",Slider,StrikeSwinging,10/6/2023
"Randall, Josh",Sinker,StrikeCalled,10/6/2023
"Randall, Josh",Four-Seam,BallCalled,10/6/2023
"Randall, Josh",Slider,StrikeSwinging,10/6/2023
"Randall, Josh",Slider,BallCalled,10/6/2023
"Randall, Josh",Sinker,FoulBall,10/6/2023
"Randall, Josh",Slider,BallCalled,10/6/2023
"Randall, Josh",Slider,BallCalled,10/6/2023
"Randall, Josh",Sinker,StrikeCalled,10/6/2023
"Randall, Josh",Changeup,FoulBall,10/6/2023
"Randall, Josh",Sinker,FoulBall,10/6/2023
"Randall, Josh",Four-Seam,InPlay,10/6/2023
,,,
"Reddemann, Logan",Sinker,BallCalled,10/6/2023
"Reddemann, Logan",Sinker,StrikeCalled,10/6/2023
"Reddemann, Logan",Slider,BallCalled,10/6/2023
"Reddemann, Logan",Sinker,InPlay,10/6/2023
"Reddemann, Logan",Slider,StrikeCalled,10/6/2023
"Reddemann, Logan",Sinker,FoulBall,10/6/2023
"Reddemann, Logan",Curveball,StrikeSwinging,10/6/2023
"Reddemann, Logan",Sinker,InPlay,10/6/2023
"Reddemann, Logan",Curveball,BallCalled,10/6/2023
"Reddemann, Logan",Sinker,StrikeCalled,10/6/2023
"Reddemann, Logan",Curveball,BallCalled,10/6/2023
"Reddemann, Logan",Sinker,StrikeSwinging,10/6/2023
"Reddemann, Logan",Slider,StrikeCalled,10/6/2023
"Reddemann, Logan",Four-Seam,InPlay,10/6/2023
"Reddemann, Logan",Sinker,InPlay,10/6/2023
"Reddemann, Logan",Slider,BallCalled,10/6/2023
"Reddemann, Logan",Sinker,InPlay,10/6/2023
"Reddemann, Logan",Curveball,StrikeSwinging,10/6/2023
"Reddemann, Logan",Sinker,BallCalled,10/6/2023
"Reddemann, Logan",Sinker,StrikeSwinging,10/6/2023
"Reddemann, Logan",Curveball,InPlay,10/6/2023
,,,
"Romero, Ivran",Sinker,BallCalled,10/6/2023
"Romero, Ivran",Four-Seam,StrikeSwinging,10/6/2023
"Romero, Ivran",Curveball,FoulBall,10/6/2023
"Romero, Ivran",Four-Seam,StrikeSwinging,10/6/2023
"Romero, Ivran",Sinker,StrikeSwinging,10/6/2023
"Romero, Ivran",Sinker,BallCalled,10/6/2023
"Romero, Ivran",Curveball,FoulBall,10/6/2023
"Romero, Ivran",Four-Seam,InPlay,10/6/2023
"Romero, Ivran",Curveball,BallCalled,10/6/2023
"Romero, Ivran",Curveball,BallCalled,10/6/2023
"Romero, Ivran",Four-Seam,FoulBall,10/6/2023
"Romero, Ivran",Four-Seam,FoulBall,10/6/2023
"Romero, Ivran",Curveball,StrikeSwinging,10/6/2023
"Romero, Ivran",Four-Seam,StrikeSwinging,10/6/2023
"Romero, Ivran",Curveball,StrikeSwinging,10/6/2023
"Romero, Ivran",Four-Seam,BallCalled,10/6/2023
"Romero, Ivran",Curveball,BallCalled,10/6/2023
"Romero, Ivran",Four-Seam,FoulBall,10/6/2023
"Romero, Ivran",Curveball,FoulBall,10/6/2023
"Romero, Ivran",Changeup,BallCalled,10/6/2023
"Romero, Ivran",Four-Seam,BallCalled,10/6/2023
"Romero, Ivran",Curveball,InPlay,10/6/2023
"Romero, Ivran",Changeup,BallCalled,10/6/2023
"Romero, Ivran",Sinker,StrikeSwinging,10/6/2023
"Romero, Ivran",Four-Seam,BallCalled,10/6/2023
"Romero, Ivran",Four-Seam,StrikeSwinging,10/6/2023
"Romero, Ivran",Curveball,BallCalled,10/6/2023
"Romero, Ivran",Four-Seam,InPlay,10/6/2023
"Romero, Ivran",Four-Seam,StrikeSwinging,10/6/2023
"Romero, Ivran",Four-Seam,StrikeSwinging,10/6/2023
"Romero, Ivran",Slider,BallCalled,10/6/2023
"Romero, Ivran",Curveball,BallCalled,10/6/2023
"Romero, Ivran",Sinker,BallCalled,10/6/2023
"Romero, Ivran",Four-Seam,StrikeSwinging,10/6/2023
,,,
"Schapira, Calvin",Four-Seam,BallCalled,10/6/2023
"Schapira, Calvin",Four-Seam,StrikeCalled,10/6/2023
"Schapira, Calvin",Four-Seam,BallCalled,10/6/2023
"Schapira, Calvin",Four-Seam,StrikeCalled,10/6/2023
"Schapira, Calvin",Four-Seam,BallCalled,10/6/2023
"Schapira, Calvin",Four-Seam,StrikeCalled,10/6/2023
"Schapira, Calvin",Four-Seam,BallCalled,10/6/2023
"Schapira, Calvin",Four-Seam,StrikeCalled,10/6/2023
"Schapira, Calvin",Four-Seam,BallCalled,10/6/2023
"Schapira, Calvin",Four-Seam,StrikeCalled,10/6/2023
"Schapira, Calvin",Four-Seam,BallCalled,10/6/2023
"Schapira, Calvin",Four-Seam,BallCalled,10/6/2023
"Schapira, Calvin",Four-Seam,BallCalled,10/6/2023
"Schapira, Calvin",Four-Seam,StrikeCalled,10/6/2023
"Schapira, Calvin",Four-Seam,BallCalled,10/6/2023
"Schapira, Calvin",Four-Seam,StrikeCalled,10/6/2023
"Schapira, Calvin",Four-Seam,BallCalled,10/6/2023
"Schapira, Calvin",Changeup,BallCalled,10/6/2023
"Schapira, Calvin",Slider,BallCalled,10/6/2023
"Schapira, Calvin",Four-Seam,StrikeCalled,10/6/2023
,,,
"Schmidt, Mason",Four-Seam,FoulBall,10/5/2023
"Schmidt, Mason",Four-Seam,BallCalled,10/5/2023
"Schmidt, Mason",Cutter,StrikeSwinging,10/5/2023
"Schmidt, Mason",Curveball,BallCalled,10/5/2023
"Schmidt, Mason",Four-Seam,BallCalled,10/5/2023
"Schmidt, Mason",Four-Seam,BallCalled,10/5/2023
"Schmidt, Mason",Cutter,StrikeSwinging,10/5/2023
"Schmidt, Mason",Changeup,StrikeCalled,10/5/2023
"Schmidt, Mason",Changeup,InPlay,10/5/2023
"Schmidt, Mason",Four-Seam,BallCalled,10/5/2023
"Schmidt, Mason",Four-Seam,BallCalled,10/5/2023
"Schmidt, Mason",Curveball,StrikeCalled,10/5/2023
"Schmidt, Mason",Curveball,StrikeCalled,10/5/2023
"Schmidt, Mason",Four-Seam,InPlay,10/5/2023
"Schmidt, Mason",Curveball,BallCalled,10/5/2023
"Schmidt, Mason",Four-Seam,InPlay,10/5/2023
"Schmidt, Mason",Four-Seam,BallCalled,10/5/2023
"Schmidt, Mason",Four-Seam,BallCalled,10/5/2023
"Schmidt, Mason",Changeup,BallCalled,10/5/2023
"Schmidt, Mason",Changeup,BallCalled,10/5/2023
"Schmidt, Mason",Four-Seam,InPlay,10/5/2023
"Schmidt, Mason",Changeup,BallCalled,10/5/2023
"Schmidt, Mason",Four-Seam,FoulBall,10/5/2023
"Schmidt, Mason",Four-Seam,StrikeCalled,10/5/2023
"Schmidt, Mason",Four-Seam,BallCalled,10/5/2023
"Schmidt, Mason",Four-Seam,FoulBall,10/5/2023
"Schmidt, Mason",Changeup,BallCalled,10/5/2023
"Schmidt, Mason",Cutter,FoulBall,10/5/2023
"Schmidt, Mason",Curveball,BallCalled,10/5/2023
"Schmidt, Mason",Curveball,StrikeSwinging,10/5/2023
"Schmidt, Mason",Changeup,InPlay,10/5/2023
,,,
"Schrier, Alex",Changeup,BallCalled,10/6/2023
"Schrier, Alex",Changeup,StrikeCalled,10/6/2023
"Schrier, Alex",Changeup,StrikeCalled,10/6/2023
"Schrier, Alex",Changeup,StrikeCalled,10/6/2023
"Schrier, Alex",Changeup,StrikeCalled,10/6/2023
"Schrier, Alex",Changeup,BallCalled,10/6/2023
"Schrier, Alex",Changeup,BallCalled,10/6/2023
"Schrier, Alex",Changeup,BallCalled,10/6/2023
"Schrier, Alex",Changeup,StrikeCalled,10/6/2023
"Schrier, Alex",Changeup,BallCalled,10/6/2023
"Schrier, Alex",Changeup,StrikeCalled,10/6/2023
"Schrier, Alex",Changeup,BallCalled,10/6/2023
"Schrier, Alex",Changeup,StrikeCalled,10/6/2023
"Schrier, Alex",Changeup,StrikeCalled,10/6/2023
"Schrier, Alex",Sinker,StrikeCalled,10/6/2023
"Schrier, Alex",Changeup,BallCalled,10/6/2023
"Schrier, Alex",Changeup,BallCalled,10/6/2023
"Schrier, Alex",Sinker,BallCalled,10/6/2023
"Schrier, Alex",Changeup,StrikeCalled,10/6/2023
"Schrier, Alex",Changeup,StrikeCalled,10/6/2023
"Schrier, Alex",Changeup,BallCalled,10/6/2023
"Schrier, Alex",Changeup,BallCalled,10/6/2023
"Schrier, Alex",Sinker,BallCalled,10/6/2023
"Schrier, Alex",Sinker,StrikeCalled,10/6/2023
"Schrier, Alex",Changeup,StrikeCalled,10/6/2023
,,,
"Smith, Austin",Four-Seam,BallCalled,10/6/2023
"Smith, Austin",Sinker,BallCalled,10/6/2023
"Smith, Austin",Four-Seam,FoulBall,10/6/2023
"Smith, Austin",Changeup,BallCalled,10/6/2023
"Smith, Austin",Sinker,BallCalled,10/6/2023
"Smith, Austin",Four-Seam,StrikeSwinging,10/6/2023
"Smith, Austin",Sinker,BallCalled,10/6/2023
"Smith, Austin",Four-Seam,FoulBall,10/6/2023
"Smith, Austin",Curveball,BallCalled,10/6/2023
"Smith, Austin",Four-Seam,FoulBall,10/6/2023
"Smith, Austin",Curveball,Undefined,10/6/2023
"Smith, Austin",Four-Seam,Undefined,10/6/2023
"Smith, Austin",Four-Seam,Undefined,10/6/2023
"Smith, Austin",Four-Seam,Undefined,10/6/2023
"Smith, Austin",Changeup,Undefined,10/6/2023
"Smith, Austin",Sinker,Undefined,10/6/2023
"Smith, Austin",Curveball,Undefined,10/6/2023
"Smith, Austin",Four-Seam,Undefined,10/6/2023
"Smith, Austin",Changeup,Undefined,10/6/2023
"Smith, Austin",Four-Seam,Undefined,10/6/2023
"Smith, Austin",Four-Seam,Undefined,10/6/2023
"Smith, Austin",Curveball,BallCalled,10/6/2023
"Smith, Austin",Curveball,BallCalled,10/6/2023
"Smith, Austin",Four-Seam,StrikeCalled,10/6/2023
"Smith, Austin",Curveball,FoulBall,10/6/2023
"Smith, Austin",Four-Seam,BallCalled,10/6/2023
"Smith, Austin",Curveball,StrikeCalled,10/6/2023
"Smith, Austin",Changeup,StrikeCalled,10/6/2023
"Smith, Austin",Four-Seam,StrikeCalled,10/6/2023
"Smith, Austin",Curveball,BallCalled,10/6/2023
"Smith, Austin",Four-Seam,InPlay,10/6/2023
"Smith, Austin",Sinker,StrikeCalled,10/6/2023
"Smith, Austin",Sinker,FoulBall,10/6/2023
"Smith, Austin",Sinker,BallCalled,10/6/2023
"Smith, Austin",Sinker,BallCalled,10/6/2023
"Smith, Austin",Sinker,FoulBall,10/6/2023
"Smith, Austin",Changeup,InPlay,10/6/2023
,,,
"Sundloff, Colton",Changeup,InPlay,10/6/2023
"Sundloff, Colton",Sinker,BallCalled,10/6/2023
"Sundloff, Colton",Changeup,BallCalled,10/6/2023
"Sundloff, Colton",Sinker,BallCalled,10/6/2023
"Sundloff, Colton",Changeup,StrikeCalled,10/6/2023
"Sundloff, Colton",Sinker,FoulBall,10/6/2023
"Sundloff, Colton",Changeup,BallCalled,10/6/2023
"Sundloff, Colton",Sinker,BallCalled,10/6/2023
"Sundloff, Colton",Changeup,BallCalled,10/6/2023
"Sundloff, Colton",Changeup,BallCalled,10/6/2023
"Sundloff, Colton",Sinker,StrikeCalled,10/6/2023
"Sundloff, Colton",Changeup,FoulBall,10/6/2023
"Sundloff, Colton",Sinker,BallCalled,10/6/2023
"Sundloff, Colton",Changeup,BallCalled,10/6/2023
"Sundloff, Colton",Changeup,BallCalled,10/6/2023
"Sundloff, Colton",Sinker,BallCalled,10/6/2023
"Sundloff, Colton",Changeup,BallCalled,10/6/2023
"Sundloff, Colton",Changeup,StrikeCalled,10/6/2023
"Sundloff, Colton",Changeup,BallCalled,10/6/2023
"Sundloff, Colton",Changeup,BallCalled,10/6/2023
"Sundloff, Colton",Changeup,BallCalled,10/6/2023
"Sundloff, Colton",Sinker,BallCalled,10/6/2023
"Sundloff, Colton",Sinker,FoulBall,10/6/2023
"Sundloff, Colton",Changeup,InPlay,10/6/2023
,,,
"Thurman, Conner",Sinker,InPlay,10/5/2023
"Thurman, Conner",Slider,InPlay,10/5/2023
"Thurman, Conner",Changeup,BallCalled,10/5/2023
"Thurman, Conner",Sinker,StrikeCalled,10/5/2023
"Thurman, Conner",Curveball,StrikeSwinging,10/5/2023
"Thurman, Conner",Slider,BallCalled,10/5/2023
"Thurman, Conner",Changeup,FoulBall,10/5/2023
"Thurman, Conner",Slider,InPlay,10/5/2023
"Thurman, Conner",Four-Seam,StrikeCalled,10/5/2023
"Thurman, Conner",Changeup,BallCalled,10/5/2023
"Thurman, Conner",Slider,BallCalled,10/5/2023
"Thurman, Conner",Changeup,BallCalled,10/5/2023
"Thurman, Conner",Slider,BallCalled,10/5/2023
"Thurman, Conner",Slider,BallCalled,10/5/2023
"Thurman, Conner",Four-Seam,StrikeCalled,10/5/2023
"Thurman, Conner",Changeup,StrikeSwinging,10/5/2023
"Thurman, Conner",Changeup,FoulBall,10/5/2023
"Thurman, Conner",Slider,InPlay,10/5/2023
"Thurman, Conner",Changeup,StrikeCalled,10/5/2023
"Thurman, Conner",Slider,StrikeSwinging,10/5/2023
"Thurman, Conner",Sinker,InPlay,10/5/2023
"Thurman, Conner",Slider,BallCalled,10/5/2023
"Thurman, Conner",Changeup,InPlay,10/5/2023
"Thurman, Conner",Slider,BallCalled,10/5/2023
"Thurman, Conner",Changeup,StrikeSwinging,10/5/2023
"Thurman, Conner",Slider,StrikeSwinging,10/5/2023
"Thurman, Conner",Slider,StrikeSwinging,10/5/2023
"Thurman, Conner",Changeup,BallCalled,10/5/2023
"Thurman, Conner",Four-Seam,StrikeSwinging,10/5/2023
,,,
,,,
"Kysar, Ryan",Four-Seam,StrikeCalled,10/21/2023
"Kysar, Ryan",Slider,BallCalled,10/21/2023
"Kysar, Ryan",Four-Seam,StrikeCalled,10/21/2023
"Kysar, Ryan",Four-Seam,BallCalled,10/21/2023
"Kysar, Ryan",Slider,BallCalled,10/21/2023
"Kysar, Ryan",Splitter,BallCalled,10/21/2023
"Kysar, Ryan",Four-Seam,FoulBall,10/21/2023
"Kysar, Ryan",Four-Seam,BallCalled,10/21/2023
"Kysar, Ryan",Splitter,BallCalled,10/21/2023
"Kysar, Ryan",Four-Seam,FoulBall,10/21/2023
"Kysar, Ryan",Four-Seam,FoulBall,10/21/2023
"Kysar, Ryan",Splitter,FoulBall,10/21/2023
"Kysar, Ryan",Four-Seam,StrikeSwinging,10/21/2023
"Kysar, Ryan",Slider,InPlay,10/21/2023
"Kysar, Ryan",Slider,BallCalled,10/21/2023
"Kysar, Ryan",Slider,BallCalled,10/21/2023
"Kysar, Ryan",Splitter,BallCalled,10/21/2023
"Kysar, Ryan",Four-Seam,StrikeSwinging,10/21/2023
"Kysar, Ryan",Slider,StrikeCalled,10/21/2023
"Kysar, Ryan",Four-Seam,BallCalled,10/21/2023
"Kysar, Ryan",Four-Seam,StrikeCalled,10/21/2023
"Kysar, Ryan",Splitter,InPlay,10/21/2023
"Reddemann, Logan",Sinker,BallCalled,10/21/2023
"Reddemann, Logan",Slider,BallCalled,10/21/2023
"Reddemann, Logan",Changeup,BallCalled,10/21/2023
"Reddemann, Logan",Sinker,StrikeCalled,10/21/2023
"Reddemann, Logan",Slider,InPlay,10/21/2023
"Reddemann, Logan",Sinker,BallCalled,10/21/2023
"Reddemann, Logan",Sinker,FoulBall,10/21/2023
"Reddemann, Logan",Curveball,BallCalled,10/21/2023
"Reddemann, Logan",Sinker,InPlay,10/21/2023
"Reddemann, Logan",Sinker,FoulBall,10/21/2023
"Reddemann, Logan",Changeup,BallCalled,10/21/2023
"Reddemann, Logan",Changeup,BallCalled,10/21/2023
"Reddemann, Logan",Curveball,BallCalled,10/21/2023
"Reddemann, Logan",Slider,StrikeCalled,10/21/2023
"Reddemann, Logan",Sinker,FoulBall,10/21/2023
"Reddemann, Logan",Curveball,HitByPitch,10/21/2023
"Reddemann, Logan",Sinker,BallCalled,10/21/2023
"Reddemann, Logan",Sinker,InPlay,10/21/2023
"Reddemann, Logan",Sinker,InPlay,10/21/2023
"Schrier, Alex",Sinker,BallCalled,10/21/2023
"Schrier, Alex",Sinker,BallCalled,10/21/2023
"Schrier, Alex",Sinker,BallCalled,10/21/2023
"Schrier, Alex",Sinker,StrikeCalled,10/21/2023
"Schrier, Alex",Sinker,BallCalled,10/21/2023
"Schrier, Alex",Curveball,BallCalled,10/21/2023
"Schrier, Alex",Sinker,BallCalled,10/21/2023
"Schrier, Alex",Changeup,StrikeCalled,10/21/2023
"Schrier, Alex",Sinker,InPlay,10/21/2023
"Schrier, Alex",Changeup,BallCalled,10/21/2023
"Schrier, Alex",Changeup,BallCalled,10/21/2023
"Schrier, Alex",Sinker,StrikeCalled,10/21/2023
"Schrier, Alex",Curveball,BallCalled,10/21/2023
"Schrier, Alex",Sinker,StrikeCalled,10/21/2023
"Schrier, Alex",Curveball,FoulBall,10/21/2023
"Schrier, Alex",Changeup,BallCalled,10/21/2023
"Schrier, Alex",Changeup,BallCalled,10/21/2023
"Schrier, Alex",Changeup,BallCalled,10/21/2023
"Schrier, Alex",Changeup,BallCalled,10/21/2023
"Schrier, Alex",Changeup,StrikeCalled,10/21/2023
"Schrier, Alex",Changeup,StrikeSwinging,10/21/2023
"Schrier, Alex",Changeup,InPlay,10/21/2023
"Schrier, Alex",Sinker,BallCalled,10/21/2023
"Schrier, Alex",Changeup,BallCalled,10/21/2023
"Schrier, Alex",Changeup,InPlay,10/21/2023
"Schrier, Alex",Changeup,BallCalled,10/21/2023
"Schrier, Alex",Changeup,BallCalled,10/21/2023
"Schrier, Alex",Changeup,BallCalled,10/21/2023
"Schrier, Alex",Four-Seam,BallCalled,10/21/2023
"Schrier, Alex",Curveball,BallCalled,10/21/2023
"Schrier, Alex",Changeup,BallCalled,10/21/2023
"Schrier, Alex",Changeup,InPlay,10/21/2023
"Schapira, Calvin",Four-Seam,StrikeCalled,10/21/2023
"Schapira, Calvin",Four-Seam,StrikeCalled,10/21/2023
"Schapira, Calvin",Four-Seam,FoulBall,10/21/2023
"Schapira, Calvin",Sinker,FoulBall,10/21/2023
"Schapira, Calvin",Four-Seam,InPlay,10/21/2023
"Schapira, Calvin",Four-Seam,BallCalled,10/21/2023
"Schapira, Calvin",Four-Seam,BallCalled,10/21/2023
"Schapira, Calvin",Four-Seam,FoulBall,10/21/2023
"Schapira, Calvin",Four-Seam,StrikeCalled,10/21/2023
"Schapira, Calvin",Four-Seam,FoulBall,10/21/2023
"Schapira, Calvin",Four-Seam,StrikeSwinging,10/21/2023
"Schapira, Calvin",Changeup,BallCalled,10/21/2023
"Schapira, Calvin",Changeup,HitByPitch,10/21/2023
"Schapira, Calvin",Four-Seam,StrikeCalled,10/21/2023
"Schapira, Calvin",Four-Seam,InPlay,10/21/2023
"Schapira, Calvin",Four-Seam,StrikeCalled,10/21/2023
"Schapira, Calvin",Sinker,FoulBall,10/21/2023
"Schapira, Calvin",Four-Seam,BallCalled,10/21/2023
"Schapira, Calvin",Four-Seam,FoulBall,10/21/2023
"Schapira, Calvin",Four-Seam,StrikeSwinging,10/21/2023
"Harrison, Dallin",Sinker,StrikeCalled,10/21/2023
"Harrison, Dallin",Four-Seam,FoulBall,10/21/2023
"Harrison, Dallin",Four-Seam,StrikeCalled,10/21/2023
"Harrison, Dallin",Four-Seam,StrikeCalled,10/21/2023
"Harrison, Dallin",Four-Seam,BallCalled,10/21/2023
"Harrison, Dallin",Four-Seam,BallCalled,10/21/2023
"Harrison, Dallin",Changeup,InPlay,10/21/2023
"Harrison, Dallin",Changeup,BallCalled,10/21/2023
"Harrison, Dallin",Changeup,StrikeSwinging,10/21/2023
"Harrison, Dallin",Changeup,FoulBall,10/21/2023
"Harrison, Dallin",Sinker,InPlay,10/21/2023
"Harrison, Dallin",Changeup,BallCalled,10/21/2023
"Harrison, Dallin",Changeup,BallCalled,10/21/2023
"Harrison, Dallin",Changeup,StrikeCalled,10/21/2023
"Harrison, Dallin",Sinker,StrikeCalled,10/21/2023
"Harrison, Dallin",Four-Seam,BallCalled,10/21/2023
"Harrison, Dallin",Sinker,FoulBall,10/21/2023
"Harrison, Dallin",Four-Seam,BallCalled,10/21/2023
"Harrison, Dallin",Changeup,BallCalled,10/21/2023
"Harrison, Dallin",Four-Seam,StrikeCalled,10/21/2023
"Harrison, Dallin",Four-Seam,StrikeCalled,10/21/2023
"Harrison, Dallin",Four-Seam,FoulBall,10/21/2023
"Harrison, Dallin",Four-Seam,BallCalled,10/21/2023
"Harrison, Dallin",Changeup,BallCalled,10/21/2023
"Harrison, Dallin",Changeup,StrikeSwinging,10/21/2023
"Harrison, Dallin",Four-Seam,FoulBall,10/21/2023
"Harrison, Dallin",Four-Seam,StrikeCalled,10/21/2023
"Harrison, Dallin",Slider,StrikeSwinging,10/21/2023
"Sundloff, Colton",Changeup,StrikeCalled,10/21/2023
"Sundloff, Colton",Slider,StrikeCalled,10/21/2023
"Sundloff, Colton",Changeup,BallCalled,10/21/2023
"Sundloff, Colton",Changeup,FoulBall,10/21/2023
"Sundloff, Colton",Changeup,FoulBall,10/21/2023
"Sundloff, Colton",Changeup,StrikeSwinging,10/21/2023
"Sundloff, Colton",Sinker,BallCalled,10/21/2023
"Sundloff, Colton",Changeup,BallCalled,10/21/2023
"Sundloff, Colton",Sinker,StrikeSwinging,10/21/2023
"Sundloff, Colton",Sinker,InPlay,10/21/2023
"Smith, Austin",Curveball,StrikeCalled,10/21/2023
"Smith, Austin",Four-Seam,BallCalled,10/21/2023
"Smith, Austin",Four-Seam,StrikeCalled,10/21/2023
"Smith, Austin",Changeup,BallCalled,10/21/2023
"Smith, Austin",Four-Seam,FoulBall,10/21/2023
"Smith, Austin",Curveball,FoulBall,10/21/2023
"Smith, Austin",Changeup,FoulBall,10/21/2023
"Smith, Austin",Changeup,BallCalled,10/21/2023
"Smith, Austin",Four-Seam,BallCalled,10/21/2023
"Smith, Austin",Four-Seam,FoulBall,10/21/2023
"Smith, Austin",Changeup,FoulBall,10/21/2023
"Smith, Austin",Four-Seam,BallCalled,10/21/2023
"Smith, Austin",Changeup,InPlay,10/21/2023
"Smith, Austin",Changeup,StrikeCalled,10/21/2023
"Smith, Austin",Four-Seam,StrikeCalled,10/21/2023
"Smith, Austin",Four-Seam,BallCalled,10/21/2023
"Smith, Austin",Changeup,InPlay,10/21/2023
"Smith, Austin",Curveball,BallCalled,10/21/2023
"Smith, Austin",Curveball,BallCalled,10/21/2023
"Smith, Austin",Four-Seam,StrikeCalled,10/21/2023
"Smith, Austin",Four-Seam,StrikeCalled,10/21/2023
"Smith, Austin",Changeup,InPlay,10/21/2023
"LaMaison, Tristan",Four-Seam,FoulBall,10/21/2023
"LaMaison, Tristan",Sinker,StrikeCalled,10/21/2023
"LaMaison, Tristan",Four-Seam,BallCalled,10/21/2023
"LaMaison, Tristan",Changeup,BallCalled,10/21/2023
"LaMaison, Tristan",Slider,BallCalled,10/21/2023
